,date,time,tweet,language
708,26/02/2022,15:06:19,announcement 📣 ghana nationals ukraine please retweet ukraine ukrainerussiawar ukriane ghana ukrainewar izzy wwiii worldwariii,en
709,26/02/2022,15:06:15,faculty tenure track get massive extension covid19 wwiii supposed write paper publish world fire past 2 years academictwitter econtwitter,en
710,26/02/2022,15:05:41,things get pretty bad pretty fast amazing cant rest 🤣 wwiii,en
711,26/02/2022,15:04:58,iaponomarenko hellenjerike need help admiration heavens sake wwiii,en
712,26/02/2022,15:04:06,making war plans wwiii,en
713,26/02/2022,15:03:21,"ever said ""may live interresting times"" go fuck ukrainekrieg russiaukrainewar wwiii russiaukraineconflict ukraine",en
714,26/02/2022,15:02:27,charliecrist usa funding attack buying oil putin shutting pipeline ukraine peoples blood hands funding wwiii openourpipeline shutdownputins charliecrist boy joebiden,en
715,26/02/2022,15:01:31,wolfgang_h well think cant compare wwiii russianinvadedukraine 80 years later,en
716,26/02/2022,15:00:24,putin needs chill joint man cause thatll fix everything get rid dave surely stop war wwiii,en
717,26/02/2022,15:00:22,wwiii sanctions wont hurt putin hurt russian civilians folks look north korea really think sanctions hurt leaders wrong never go without live high life people starve suffer,en
718,26/02/2022,14:58:13,win war❓ kyiv moscow wwiii ukraine russia ukrainerussia russiaukraine ukrainerussiawar russiaukrainewar note― please retweet tweet,en
719,26/02/2022,14:58:11,"wwiii world bunch left wing woke weirdos biden trudeau merkel closing destroying life know start making good decisions ukraine russia soon type leftists said ""hitler harmless""",en
720,26/02/2022,14:56:29,world vs putin welcome wwiii,en
721,26/02/2022,14:55:06,important announcement putin 😅😂 putin raidshadowlegends wwiii,en
722,26/02/2022,14:54:56,lie🤷 wwiii ukrainerussia,en
723,26/02/2022,14:54:07,totally understand elonmusk wants go mars planet doomed russiaukrainewar wwiii,en
724,26/02/2022,14:53:43,double standard western world us invaded iraq afghanistan else killed millions west dont take shit russia protecting interests threat wwiii hypothetical behaviour,en
725,26/02/2022,14:53:42,ima answer door army knock 🤣 wwiii ww3 wwe2k22,en
726,26/02/2022,14:53:12,hipocrisy countries disgusts faves america bury heads sand wwiii worldwar3,en
727,26/02/2022,14:53:06,imagine western countries' representatives visiting putin controls ukraine sets new set rules would like old days kings wars small empires come congratulate shame this🤣 wwiii russiaukrainewar usa canada cdnpoli,en
728,26/02/2022,14:52:53,zelenskyyua borisjohnson land invaded talk peace betrayal istandwithukraine putinisawarcriminal putin ukraineunderattack russia wwiii ukraine russia ukrainerussia united_for_ukraine ukraine unitedwithukraine ukrainewar ukraineunderattack nowar,en
729,26/02/2022,14:52:49,possibly overheard cpac gop ukrainerussiawar zelensky putin wwiii,en
730,26/02/2022,14:52:28,1 pick 3rd round 21 overall mmatwitter wwiii draft poland 🇵🇱 submitted shortlist people,en
731,26/02/2022,14:50:51,shawncourchesne cheerleaders wwiii ideology shouldnt exist foxnews right rupertmurdoch repmtg denial laughable need pillow cased hoods eye cutouts tired quiet worlds multicolored need strength dig,en
732,26/02/2022,14:50:02,go isnt even war going everything staged make everyone think happening actuality government world leaders get want; tricking everyone wwiii conspiracytheory,en
733,26/02/2022,14:49:51,🙏🏽 rescue service moves help civilians kyiv missile strike ukraine ukrainerussia ukraineinvasion ukrainerussiacrisis ukraineunderattack worldwar3 worldwariii wwiii,en
734,26/02/2022,14:48:28,wasnt nato putin wouldnt stopping ukraines western borders moldova may next dont expect roll romania poland slovakia hungary nato states borders wwiii trigger lines,en
735,26/02/2022,14:47:28,germany send antitank weapons missiles ukraine huge 1 take away russian armor jetshelicopters make invasion 10x difficult 2 could start wwiii give germany creditnot talksanctions weapons,en
736,26/02/2022,14:47:09,much said disaster one might ask anything functional might stored surly theres sort bunker nearby…right russians pull back expect worst wwiii ukrainerussiawar,en
737,26/02/2022,14:46:41,theres wwiii going black native americans white illegal immigrants since 1692 recking havoc poisoning rping stealing murdering russia acknowledges stolen land,en
738,26/02/2022,14:46:01,"""ukraine taking heavy fire credible sources confirm"" nwo wwiii fjb thestorm",en
739,26/02/2022,14:45:58,👇 wwiii traitortrump putinswar,en
740,26/02/2022,14:45:52,imagine world would look like everyone genuinely nice other… imagine wwiii,en
741,26/02/2022,14:45:00,putin needs chill joint man wwiii,en
742,26/02/2022,14:43:25,nation state theory destroyed humanity anything else wwiii,en
743,26/02/2022,14:43:20,dont know anyone could look predictably flaccid response global leaders invasion ukraine still think globalism good idea ukrainerussiawar ukrania biden wwiii,en
744,26/02/2022,14:42:59,wwiii intel coming classified propaganda shitsgettingreal wereallgonnadie,en
745,26/02/2022,14:42:09,ukraine russia war biggest thing world since 911 true end coldwar agree wwiii ukrainewar ukrainerussiawar,en
746,26/02/2022,14:41:30,ukraineunderattack ukrainewar wwiii elonmusk predict future tell gonna run go making earth bitter place live peace ✌️,en
747,26/02/2022,14:41:05,live north america know much history europe always place conflict empires throughout history along middle east canada usa wwiii ukrainerussiawar cdnpoli,en
748,26/02/2022,14:41:00,3rd final round mmatwitter wwiii draft commence shortly,en
749,26/02/2022,14:39:55,dam time wish superhero… anyone would even take raccoon one wwiii istandwithukraine,en
750,26/02/2022,14:36:56,country blessed legend win worldwariii 😂😂😂😂 wwiii indianairforce surpriseday surprisewithfantastictea pakistanzindabad pakistan abhinandan ukraine,en
751,26/02/2022,14:36:34,wishing everyone twitter happy saturday sunday dont drink drive always keep positivevibes going wwiii hopefully,en
752,26/02/2022,14:35:32,dont even feel sorry white people wwiii,en
753,26/02/2022,14:33:03,power di game ft wwiii,en
754,26/02/2022,14:32:45,look forward honest leadership wwiii kenya,en
755,26/02/2022,14:32:35,protestors gathered outside russias embassy paris berlin protest kremlins ongoing aggression border ukraine stoprussia protest supportukraine berlin wwiii,en
756,26/02/2022,14:31:54,russia stop fighting war ukraine stop fighting ukraine ukrainerussiawar wwiii,en
757,26/02/2022,14:31:50,view live cameras around ukraine ukraine russiaukraineconflict russia worldwar3 wwiii nato,en
758,26/02/2022,14:31:37,wallahhhh heart burns wwiii hypocrites,en
759,26/02/2022,14:31:14,watch ukraine soldiers take russia fighter jets kievvideo ukrainian putin worldwar3 wwiii nato taiwan america china trump,en
760,26/02/2022,14:30:37,think pretty much unfair compare two cases different scenariosi much disappointed pakistani liberal tabka nidakirmani gulalai_ismail awgoraya gulbukhari xadeejournalist ukrainerussiawar wwiii afghanistan ukrania,en
761,26/02/2022,14:30:30,invasion ukraine russians could possibly lead ww3 close great january 6th wwiii january6th ukraine russia pelosi,en
762,26/02/2022,14:29:27,squiiiiudd gamesssssss ❗❗❗wwiii,en
763,26/02/2022,14:28:04,ramzan kadyrov lost 1 top chechen warlords tonight magomed tushayev killed ukraines ‘alpha group chechen raid hostomel airfield ukraine ukrainerussiacrisis ukrainerussiaconflict russia russiaukraineconflict kiev kyiv kharkiv putin wwiii,en
764,26/02/2022,14:27:39,anonymous hacking collective released eerie personal message vladimir putin addressing president russia directly closing chilling threats ukrainewar ukraineinvasion wwiii,en
765,26/02/2022,14:27:34,war inevitable tragedy power politics tragedy always strikes less fortunate keep toiling hard see loved ones happy common people never benefit misadventures ukraine ukrainerussiawar wwiii putin saynotowar,en
766,26/02/2022,14:27:03,lets celebrate surprise day ☕ 27febsurpriseday surpriseday paf indianairforce wwiii russianarmy ukrainerussiawar,en
767,26/02/2022,14:26:02,nato please closethesky need help one time avoid wwiii,en
768,26/02/2022,14:25:21,action media dangerous promote peacemakers worldwide creates toxic environment everyone russiaukrainecrisis banned socialmedia unless disclaim false dont need foxnews fueling wwiii,en
769,26/02/2022,14:25:04,worldwariii two young ukrainian children sending soldiers fight russians kids holding hands girl holds stuffed animal boy brother salutes look back picture speaks thousand words worldwariii ukraine russia wwiii,en
770,26/02/2022,14:24:40,avoid wwiii closethesky ukraine nato nato,en
771,26/02/2022,14:24:27,pov bully kid roblox roblox wwiii memes viralindo fyp,en
772,26/02/2022,14:24:22,looking pics remembered 1 sentence authored bookif r interested war war interested us nato un hr orgz ack efforts peace condemnations pc1ukraine b4 war pc2ukraine aftr war ukrainerussiawar ukraine wwiii,en
773,26/02/2022,14:23:35,guys listen dont know whats funny war prerequisite wwiii maybe aks ring like giggles hehehehe hehehehe,en
774,26/02/2022,14:23:27,squid gamesssssss wwiii,en
775,26/02/2022,14:22:47,ukrainian troops capture humiliate russian major 💔🙏🏻 pray mercy one wants war; players led nose lying politicians wwiii ukraine russia wef,en
776,26/02/2022,14:22:10,everyone saying countries shouldnt help ukraine hereby allowed eat varenyky ever 🥟🥟🥟 ukrainerussiawar wwiii,en
777,26/02/2022,14:21:46,tchigang_qs account temporarily unavailable violates twitter media policy learn,en
778,26/02/2022,14:20:58,kyiv massive attack man man battle happening moment kharkiv attack visuals disturbing whats happening world first devastation covid19 pandemic war must end ☮ ukrainerussiawar wwiii,en
779,26/02/2022,14:20:10,woman said im thankful raped writing disturbingly weird poetry putin like thats gonna end wwiii erm wtf wrong woman give head wobble hun,en
780,26/02/2022,14:19:53,im really sorry ukrainian people wtf 14052021 wwiii worldwar3 worldwar3 russiaukraineconflict ukraineunderattack,en
781,26/02/2022,14:19:02,putin acts like peter series called great putin peter thegreat ukraine molotov wwiii russia,en
782,26/02/2022,14:18:35,mood de tods terceraguerramundial worldwariii wwiii,en
783,26/02/2022,14:17:40,nobody us ukraine 👀 borrow yall president lil bit 😅 merica america wwiii ukrainerussiawar ukraineunderattack zelenskyy putinhitler,en
784,26/02/2022,14:17:16,got list niggas want front lines wwiii,en
785,26/02/2022,14:16:51,"""germany send 1000 antitank weapons 500 ""stinger"" surfacetoair missiles ukraine gov berlin confirms"" deutschland germanydiplo germanyintheeu bundestag bundesrat fking stupid might well declare wwiii",en
786,26/02/2022,14:16:01,biden trump president trump provided peace tranquility garnering four nobel peace prize nominations joey provides inflation bare shelves broken supply chain outofcontrol violence mayhem chaos war bidenswar wwiii blamebidenvoters,en
787,26/02/2022,14:15:50,heavy artillery firing ukraines capital kyiv looks like man man battle beginning third world war ukrainerussiawar wwiii russiaukraineconflict,en
788,26/02/2022,14:14:21,decisions lives millions alas fail see threads amused puppets presented one mans miscalculation merits drilling deeper elite underbelly exact reality ukrainerussiawar ukraine wwiii putin,en
789,26/02/2022,14:13:58,fuck putin fuck russia im ready fly ukraine join fight deadly russian ukrania ukraineunderattack ukrainewar russianarmy russian ukraina wwiii putin,en
790,26/02/2022,14:13:34,say 🤔 stopwar russiaukraine ukrania ukraineunderattack russia ukraine war wwiii,en
791,26/02/2022,14:13:13,kind videos news coming ground level seem like anything almost russia occupied ukraine kyiv left🤔 russia ukrainerussia ukraine putin zelenskiy wwiii crisis,en
792,26/02/2022,14:13:09,huh tuckercarlson millionaires doesnt whats going ukraine russias conflict wwiii happens tucker wealthy liberals bomb shelters like fallout metro 2033 games russiaukraineconflict bidenswar saturday,en
793,26/02/2022,14:10:51,1st pandemic followed war putin already count cost china make move taiwan ww3 next famine prepared stock china russiaukraineconflict russian wwiii,en
794,26/02/2022,14:10:12,anonymous back rescue russiaukrainewar wwiii,en
795,26/02/2022,14:09:36,putin russia threatening invade sweden finland wwiii putinisawarcriminal,en
796,26/02/2022,14:09:28,must new 2023 rifles even yet wwiii,en
797,26/02/2022,14:07:45,read germany deutschland germany azov azovbattalion berlin russia natowar usa uk ww2 wwiii ww32022 germany3point0,en
798,26/02/2022,14:07:39,nato please give russia excuse start war intervene militarily ukraine coming back nuclear russians wwiii ukraine,en
799,26/02/2022,14:07:36,manchester united thoughtful war going world decided draw todays game show everyone equal 🥰 manchesterunited peace wwiii equality,en
800,26/02/2022,14:07:23,silent message ukraine like thinkers let others treated like servants sundaymorning sundaythoughts sundaymotivation ukrainerussiawar wwiii ukrainerussia russiaukraineconflict,en
801,26/02/2022,14:07:23,everyone go back home please dont think world went enough covid say third world war thirdworldwar ukraine nato putin wwiii worldwar3,en
802,26/02/2022,14:06:51,one thing thats good america democrats liberals back board loving america 2020 called america evil racist burn glad board loving great country known usa finally worldwariii wwiii,en
803,26/02/2022,14:06:39,im sorry little one…😞😪ukrainerussia wwiii worldwar3 putin hasbulla,en
804,26/02/2022,14:06:02,wish something profound say vladmirputin enablers instead ill think warnings leaders past prayforukraine hope hope arent witnessing beginning wwiii,en
805,26/02/2022,14:05:53,ukrainian males banned leaving country forced fight tooth nail defend homes times feminism feminists disappear concept equality vanishes men fight die ukrainerussiawar wwiii,en
806,26/02/2022,14:05:51,see ukranian army checkpoint soldiers wearing ukrainian army camo shooting abusing civilians even killing someone please check recent staged doesnt seem fake ukraine russia wwiii nowar,en
807,26/02/2022,14:05:32,putins war lead nuclear war 💥 russiaukraineconflict wwiii 💥,en
808,26/02/2022,14:04:42,anyone good livestream kyiv sound ukraine russia putin ukraineunderattack ukrainerussiawar wwiii,en
809,26/02/2022,14:04:37,breaking china announced big military excercises near taiwan taiwan wwiii,en
810,26/02/2022,14:04:35,seeing fall first superpower nation century wwiii,en
811,26/02/2022,14:04:30,people get ready wwiii way russia stand heavy sanctions many lethal weapons used together nuclear weapons,en
812,26/02/2022,14:04:21,petrol bombs attack kyiv ukraine russian tanks molotov cocktails video link worldwariiiukraineunderattackbalakotairstrikeukrainerussiaukrainerussiawarrussiaukrainewarrussiaukraineputinisawarcriminalwwiiiworldwar3nato,en
813,26/02/2022,14:03:38,pandemic world war modern times pandemic beginning wwiii ukraineunderattack,en
814,26/02/2022,14:03:12,petrol bombs attack kyiv ukraine russian tanks molotov cocktails worldwariiiukraineunderattackbalakotairstrikeukrainerussiaukrainerussiawarrussiaukrainewarrussiaukraineputinhitlerputinisawarcriminalwwiiiworldwar3nato,en
815,26/02/2022,14:02:49,ukraine gaza one stands them😶 wwiii worldwariii worldwar3 ukraine surpriseday indianairforce,en
816,26/02/2022,14:01:36,might last time see alive zelensky ukraine president said eu leaders thursday night stays defend country target putin pray ukraine people ukraine cpac2022 wwiii worldwariii ukrainerussiawa,en
817,26/02/2022,13:59:40,high ranking chechen warlord magomed tushayev killed action ukraines ‘alpha group ukraine ukrainerussiacrisis ukrainerussiaconflict russia russiaukraineconflict kiev kyiv kharkiv putin wwiii,en
818,26/02/2022,13:59:05,bet putin russians played china india better take note well wwiii,en
819,26/02/2022,13:58:28,played like fiddle lost wwiii beginning axisofarmageddon repent,en
820,26/02/2022,13:58:26,ukraine ukraineunderattack ukrainerussiawar ukrania wwiii kyiv capitol ukraine within last hour two,en
821,26/02/2022,13:57:41,trying wmd us wwiii,en
822,26/02/2022,13:57:39,omg 1600 users twente websdr still access 😮 happened shortwave war warinukraine wwiii worldwar3,en
823,26/02/2022,13:57:17,mbd733 supporting funding war ukraine even know buying fuel putin funding potential wwiii,en
824,26/02/2022,13:55:46,u welcome pakistan aware fantastic tea happy 3rd anniversary ☕✈️ pakistanarmy pakairforce paf surpriseday indianairforce ukraine wwiii,en
825,26/02/2022,13:55:40,pls pls pls zimbabwe finally coming home full speed time wwiii zimbabwe yallbesafe,en
826,26/02/2022,13:55:06,matter love hate whenever think home coming surely find air india aircraft standing tarmac airindia wwiii russiaukrainewar indianstudents homecoming,en
827,26/02/2022,13:54:20,weve come full circle look whos supporting azov whos surprised azov azovbattalion germany ww2 wwiii usa uk nato nato russia natowar germany3pointo,en
828,26/02/2022,13:54:11,notice gen x suburban liberals want wwiii theyre totally okay sacrificing younger folks like know theyre old drafted chicken shit fight war want badly🖕 yall seriously,en
829,26/02/2022,13:53:35,"watch ""the five lays putins likely endgame ukraine"" youtube buying gas putinhitler funding war ukraine people charliecrist nikkifried annaforflorida explain joebiden wwiii florida",en
830,26/02/2022,13:53:17,little ukrainian girl got injured russian invasionshe tells russian president vladimir putin hurting ukrainian children pull back troopsukraineunderattack worldwar3 ww3 russianinvasion ukrainerussia worldwariii wwiii ukraine ukrainewar,en
831,26/02/2022,13:53:10,responsible happiness expect others make happy always disappointed wwiii february2022 adviceforsuccess pakistan putin adviceforsuccess gilgitbaltistan baigsutto mazahirbaigsuto,en
832,26/02/2022,13:53:10,get ready indians russian invasion ukraine pakistan kashmir surpriseday wwiii,en
833,26/02/2022,13:53:09,russian mi24 attack helicopter hit went near kyiv today ukraine russia kiev donestk putin nato russiaukraineconflict wwiii russiaukrainewar kiev,en
834,26/02/2022,13:52:37,americans wasnt okay wasnt african asian racist bastards ukraine russia wwiii,en
835,26/02/2022,13:50:37,ugandan leaders lot learn ukranian leaders wwiii,en
836,26/02/2022,13:49:47,amazing despite world brink wwiii wordles keep coming daily 😄 keep calm wordle eh 😂 ukrainerussiawar ⬜️🟨🟩🟨⬜️,en
837,26/02/2022,13:48:28,let leaders votes 2023 suggestions one go vote 2023 wwiii election2023 putinswar,en
838,26/02/2022,13:48:09,retweet agree worldwar3 wwiii putin russia ukraine,en
839,26/02/2022,13:48:04,"wwiii breaking meanwhile ottawa ""la la la la la "" scottish 🍻 im scottish english irish french think mean scots 😉",en
840,26/02/2022,13:47:48,"suddenly ""biafrans"" based ukraine claim nigeria; country termed ""zoo"" even seen waving nigerian flag wwiii buhari𓃵 asuustrike african",en
841,26/02/2022,13:45:51,wet dream potus wwiii 🤦,en
842,26/02/2022,13:45:47,dear people across globe big thanks protested ruthless called big powers coward actions took desturb peace livelihood ❤️❤️❤️❤️❤️🙏🙏🙏🙏🙏 ukrainerussiawar ukraine wwiii,en
843,26/02/2022,13:45:25,bundeskanzler olafscholz hope knows world war one step away russiaukraineconflict russiaukrainewar wwiii,en
844,26/02/2022,13:44:42,anonymous thk u ur labor ❤️ pray ukraine prayforukraine wwiii,en
845,26/02/2022,13:44:31,ya boui bak free time ever come watch play elden_ring 25 mins forget wwiii xd,en
846,26/02/2022,13:43:36,btc wallet support wwiii ukraineunderattack peace 38ye7joumpgvobbtu17uvgteq59ngb9c7q russia natoinukrainenow natomustbeinukraine notowarwithukraine,en
847,26/02/2022,13:43:20,india abstained voting still gave clear message un disputes must resolved dialogues even urged moscow talks nato expansion issues war solution voting favour disfavour solution wwiii,en
848,26/02/2022,13:42:03,willylo86412915 powerful image ive seen coming ukraine bidenswar wwiii blamebidenvoters,en
849,26/02/2022,13:41:30,u gotta fight ur country u must media images pushed us feeling tad bit propagandaish like recruiting poster war wwiii,en
850,26/02/2022,13:41:16,crisis without dances😂 yall safe though wwiii wwiiimemes,en
851,26/02/2022,13:40:52,"witnessing battle finally execute ""world order"" bitcoin wwiii ukrainerussiawar ukrainerussia helloworld2022 nwo",en
852,26/02/2022,13:40:25,wwiii here…,en
853,26/02/2022,13:39:49,russia invaded ukraine political support china nato supplying weapons ukraine makes wonder wwiii already way ukraine scapegoat putin use nukes starts loosing history repeat ukrainerussia,en
854,26/02/2022,13:38:53,russia wont stop wwiii,en
855,26/02/2022,13:37:56,women peace want enroll army good salary war belong kitchen feminism ukraineunderattack wwiii,en
856,26/02/2022,13:37:43,thebradfordfile zelensky vowed wipe corruption ukraine hes fighting life countrys soul putins corrupt government want install puppet regime badasszelensky prayforukraine wwiii putinhitler 1939,en
857,26/02/2022,13:37:33,dear biden putin mr zelensky proved money illusion power nothing front patriotism proved wrong ukrainerussiawar wwiii ukraine,en
858,26/02/2022,13:37:05,much hair stands end face unspeakable putinrussia fakenews kremlin best way russians start doubting putin russia russland ukraine ukrainerussia nato wwiii ukrainian kriegineuropa kyiv nato,en
859,26/02/2022,13:36:45,win war ukrainerussiawar ukraine russianarmy ukraineunderattack wwiii,en
860,26/02/2022,13:34:20,people want putinswar wwiii understand suominatoon,en
861,26/02/2022,13:34:19,hear joebiden speak hear let clear russia attacks nato country protect chocolate icecream america ukraine wwiii defendukraine defeatputin,en
862,26/02/2022,13:34:09,please pray ukraine something terrifying never thought id see 17 years life weep people ukraine president zelensky bravery valor forgotten putin must stopped may god ukraine putinhitler wwiii,en
863,26/02/2022,13:33:58,wwiii timeline missed russiaukrainewar bidenisalaughingstock,en
864,26/02/2022,13:33:28,enough enough nato initiate article5 phuck putin dont care wwiii defendukraine ukraineunderattack standwithukraine putinisawarcriminal,en
865,26/02/2022,13:33:18,people cant see ukraine putin russiaukrainewar unitedstates warinukraine wwiii حرب_روسيا_أوكرانيا,en
866,26/02/2022,13:33:16,imagine wwiii broke stand comedianc grade actor would comedy 🎭 tragedy 🎭,en
867,26/02/2022,13:32:41,pathetic unethical response claimants 'the largest democracy world' wonder thebutcherofgujrat brave enough demonize kill people russia ukraine ukrainerussia wwiii ukrainerussiawar ukraineunderattack,en
868,26/02/2022,13:32:30,gotta remind wwiii toxic,en
869,26/02/2022,13:32:26,insane watch war live likes tiktok im crying much everyone please stop partying selfies look whats happening world innocent people dying stoprussia wwiii russiaukrainewar,en
870,26/02/2022,13:31:21,war years playing fortnite pay wwiii russiaukrainewar ukraine lemme help,en
871,26/02/2022,13:31:03,keep patriotism dear ukrainians fight till last breath mighty president still lucky people 👍👍👍👍👍👍👍 salute zelensky ukrainerussiawar wwiii,en
872,26/02/2022,13:30:15,dont know dont feel bothered russiaukrainewar want see wwiii 😎 least shall also something tellbrag grow 💪 abaseveni nga batuvimbye ebbanga dene emunduevugekasitaupdfclear,en
873,26/02/2022,13:29:58,putin celebrating invasion like rt follow williamcoit putin putinswar putinspuppet putinatwar putinhitler ukrainian war worldwar3 stop war world war stopthewar wwiii stopwar no_war cold war nato kiev otan kremlin stopputinnow biden,en
874,26/02/2022,13:29:00,nobody entire website would want missiles road pointing house usa didnt want 1961 mr putin want exactly would actions preventing ww3 ww3 wwiii putin ukraine russiaukrainewar notonato,en
875,26/02/2022,13:28:49,eu usa support ukraine russia dont asians give support russia asian countries must give support donations russia usanatoeu dependrussia supportrussia russiaukrainewar russiaasianhero wwiii,en
876,26/02/2022,13:28:31,japan russia complex relations sign peace treaty ww2 lingering dispute four islands claimed moscow closing days conflict read japan russiaukrainewar russianinvasion wwiii ukraine,en
877,26/02/2022,13:27:54,know uno extremely powerful social science textbooks russiaukraineconflict worldwar3 wwiii whichsouthafrica,en
878,26/02/2022,13:27:26,breaking update visual helicopter shot near kiyv ukraine earlier today like stinger action russiaukraineconflict ukrainecrisis ukrainerussiacrisis russia wwiii russiaukrainecrisis,en
879,26/02/2022,13:25:43,russian mi24 attack helicopter hit went near kyiv today ukraine russia kiev donestk putin nato russiaukraineconflict wwiii russiaukrainewar,en
880,26/02/2022,13:25:42,russiaukraine war updates germany send 1000 antitank weapons 500 stinger missiles ukraine wwiii worldwar3 worldwariii ukraine ukrainerussiacrisis ukraineconflict russiaukraineconflict russiaukraineconflict russiaukrainewar,en
881,26/02/2022,13:24:42,russia enters nato like treaty mexico usa attack mexico ukrainerussiawar russiainvadesukraine wwiii ukraineunderattack,en
882,26/02/2022,13:24:36,doubt biden sent troops ukraine republicans like jared would screaming war monger started wwiii without trying diplomacy sanctions first🙄,en
883,26/02/2022,13:24:27,women fought equal rights even lost life fighting ww3 happen think women take 1 suffragist men took last 2this could yourtime shine women stay home look kids wwiii russia,en
884,26/02/2022,13:24:12,lol germany sending thousand antitank weapons ukrainian infidels considering history two countries germany needs careful mr putin turn nato ww3 wwiii putin china ukraine russiaukrainewar worldwariii,en
885,26/02/2022,13:21:20,ukrainerussiawar ukraine wwiii ukrainians feeling,en
886,26/02/2022,13:20:42,respect faces lions 💚 worldwar3 wwiii ukraine russiaukraineconflict russia russiaukrainewar,en
887,26/02/2022,13:18:40,tank riding thru russia 😂 wwiii trendingnews,en
888,26/02/2022,13:17:24,many indian students stuck eastern side ukraine humble request narendramodi pmoindia kindly prioritise evacuation eastern side ukraine primarily kharkiv closest proximity bombardings defenceminindia wwiii,en
889,26/02/2022,13:17:17,supporting russia youll got ukrainerussiawar russiainvadesukraine wwiii ukraineunderattack,en
890,26/02/2022,13:14:51,prophet muhammad saw always give message peace case war sets rules humanity todays world really need follow rules russiaukraineconflict worldwar3 wwiii,en
891,26/02/2022,13:14:40,war changed commence operation intrude n314 russia ukraine wwiii metalgearsolid solidsnake iroquoispliskin kojima kojimaproductions,en
892,26/02/2022,13:14:25,nypost create hero destroy hero; galvanize public avenge hero wwiii,en
893,26/02/2022,13:14:19,vlad met borisa romcom russia ukraine uk eu borisjohnson nato wwiii ww3 ussr putin,en
894,26/02/2022,13:14:07,"watch ""hit putin hurts — wallet rep mace"" youtube wwiii ukraine leadership true leadership joebiden kamalaharris buying gas putin supporting attack shut pipeline seriously texas",en
895,26/02/2022,13:13:28,suggest 3rd edition takes place already fair share europe merci wwiii ukrainerussia,en
896,26/02/2022,13:13:18,west arming infidels illegallytaken country known ukraine tipping world towards nuclear war nato blood millions hands ofc blame russia ww3 wwiii putin ukraine china russiaukrainewar notonato,en
897,26/02/2022,13:12:15,"""i need ammunition ride"" volodymyr zelensky ukraine wwiii badass badasszelensky",en
898,26/02/2022,13:11:39,remember ths israel attacked palestine morons r talking human rights womens kids hospitals n ukraine r suffering hypocrate russia putin worldwariii wwiii,en
899,26/02/2022,13:11:14,putin noalaguerra stopwar swift banrussiafromswift ucraniarussia kyiv zelenskiy terceraguerramundial wwiii,en
900,26/02/2022,13:10:47,"human lives ""valuable"" country attack ""civilized"" even ""civilization"" mean cdnpolitics canada russiaukraineconflict wwiii",en
901,26/02/2022,13:10:03,politics covid19 wwiii ukrainewar russiaukrainewar,en
902,26/02/2022,13:09:38,welcome third world war aka wwiii,en
903,26/02/2022,13:08:08,true story trump sent javelin missiles ukraine destroy russian tanks bammie biden sent blankets wwiii ukraine russiaukrainewar biden,en
904,26/02/2022,13:07:36,thinking wwiii happened first covid19 days mfs gonna play warzone fix clear instead shit,en
905,26/02/2022,13:05:38,cathynewman couldnt take eyes tonight channel4news even end cameras kept moving channel4 wwiii,en
906,26/02/2022,13:04:49,like planning decided rely upon road signs directions russia ukraine ukrainerussia wwiii,en
907,26/02/2022,13:04:47,union minister piyush goyal saturday welcomed first batch indian students evacuated ukraine mumbai airport said government stop back home nato wwiii worldwarthree worldwar3 ww3 russia russiaukraineconflict,en
908,26/02/2022,13:04:22,sad duta longer available right around time wouldve kept us updated every second wthis wwiii transpiring,en
909,26/02/2022,13:04:13,lets show world release freedom upon terrorists wwiii,en
910,26/02/2022,13:03:22,stopwar ukrain russia shameonamerica potus hatechina putin wwiii stop killing peoples,en
911,26/02/2022,13:03:22,denisngai without starting wwiii dont forget china southchinasea hongkong loans african states minerals sabre rattling taiwan china cut cloth russia altruistic imperialists,en
912,26/02/2022,13:03:14,russia hell suicidal mission allah swt stop russia suffer wrath allah swt like seen russians get rid shaitan inside russia banrussiafromswift wwiii spockresists allahuakbar,en
913,26/02/2022,13:02:50,biden said alternative imposed sanctions wwiii russia punished violation international law said president country smeared blood millions people iraq syria libya afghanistan,en
914,26/02/2022,13:02:01,mfs used fighting school 7 da morning need front line giving smoke russians😂👊🏽💢 wwiii,en
915,26/02/2022,13:01:46,worlds worst joek bidenisadisgrace wwiii tucker,en
916,26/02/2022,13:01:38,nato still exist postussr cold war era please share ideas putin nuclear ukraine wwiii worldwar3 zelensky russia north korea us germany,en
917,26/02/2022,13:01:33,dm inquires wwiii newmusic hiphop rap beatsforlease,en
918,26/02/2022,13:00:49,nigga putin mustve jamming started bombing ukraine 🛩💣🚀 wwiii ww3 warinukraine,en
919,26/02/2022,13:00:36,doesnt really matter believe may think right wrong think putin may may evil whether defend one thing able agree point want wwiii evergreen tweet,en
920,26/02/2022,13:00:33,alertchannel wings bird like scylla charybdis everybody middle matter time usa russia ukraine wwiii,en
921,26/02/2022,13:00:00,russian president vladimir putin warned world countrys military force nuclear arsenal ukraine russiaukrainewar russia ukraineinvasion ukrainerussiaconflict wwiii worldwar vladimirputin,en
922,26/02/2022,12:59:59,partially joking ukrainewar ukrainerussia wwiii putinswar natoinukrainenow,en
923,26/02/2022,12:59:31,much relatable unsc wwiii america saveukrainenow,en
924,26/02/2022,12:59:25,tomorrow world 🗺 maps change worldwariii worldwar3 ww3 wwiii putin,en
