date,time,tweet,language
26/02/2022,17:11:48,ive seen this in dreams a long time ago nuclear strike incoming and not for the ones you expect to get it ww3 wwiii worldwar ukraine ucrania terceraguerramundial,en
26/02/2022,17:10:57,me seeing the wwiii 4 days ago ukrainerussiawar,en
26/02/2022,17:08:24,turkey 🇹🇷 selects with the 25 pick in the mmatwitter wwiii draft ‼ good luck on the battlefield 💯 (please send me kebab thx),en
26/02/2022,17:08:09,whos the worlds biggest bitch like rt follow putin putinswar putinspuppet putinatwar putinhitler ukrainian war worldwar3 stop the war world war stopthewar wwiii stopwar no_war cold war nato kiev otan kremlin stopputinnow biden,en
26/02/2022,17:07:32,world were not safe 🆘🙏🏼 sos wwiii agenda2030 worldwar3 plandemic,en
26/02/2022,17:07:29,the neo nazi regime we see in ukraine now and recently in ottawa occupation is disgusting so disgusting why its happening ottawa usa wwiii cdnpolitics canada,en
26/02/2022,17:07:20,its all not going well for putin right now and its not going to end well for him i guess he never expected this sort of global unity zelensky stoprussia standwithukriane warinukraine wwiii,en
26/02/2022,17:07:13,the russian people are suffering because of putin the american people are suffering because of biden they both suck fjb🤡 bidenissettingusup🔥 wwiii bidenisafailure,en
26/02/2022,17:06:28,we should all learn to appreciate the little peace weve got right now peace wwiii putin peaceforukraine ndlea prayforukraine,en
26/02/2022,17:06:21,ukraine soldiers capture a russian commander he confesses everything on camera (video and english translation) ukrainian putin worldwar3 wwiii nato taiwan america china trump biden,en
26/02/2022,17:06:05,syria next wwiii imminent,en
26/02/2022,17:05:58,watch pulsing glow visible near kyiv after large explosion; its unclear whats on fire russiaukrainewar wwiii,en
26/02/2022,17:05:52,ww3 has started and the west fired the first nuke to russia cutting them from swift alliances will start consolidating russia and china north korea pakistan and iran a lock india turkey and saudi on the fence leaning east ukraine wwiii ww3 ukrainerussiawar,en
26/02/2022,17:05:30,russia has unjustly invaded ukraine and needs to be stopped wwiii ukraine russia russiaukraineconflict newprofilepic,en
26/02/2022,17:05:19,ukraine soldiers capture a russian commander he confesses everything on camera (video) ukrainian putin worldwar3 wwiii nato taiwan america china trump biden,en
26/02/2022,17:05:05,syria next 😔 wwiii imminent,en
26/02/2022,17:04:56,cmon china its your turn to send your jets to taiwan wwiii ukraine taiwan northkorea russiaukrainewar russiaukraineconflict russianarmy worldwarlll,en
26/02/2022,17:04:43,everyone in the wwiii tag should be stoned to death including me,en
26/02/2022,17:04:05,covid19 wwiii and now we have monsters,en
26/02/2022,17:03:42,if it comes to the united states entering the russiaukraineconflict i feel confident who will emerge wwiii victorious the most inclusive and diverse military will win and we all know who has that advantage,en
26/02/2022,17:02:42,at the end of war worldwariii wwiii ukrainerussiawar ukrainerussianconflict stopputin stopwar worldwariii,en
26/02/2022,17:02:16,that would be an act of war against russia ukraine is neither an eu nor a nato member so neither the us nor nato has any grounds to engage russia you idiots will start wwiii and russia has made it clear it will not be confined to europe the us mainland will be hit,en
26/02/2022,17:02:10,everyone asking knabib to speak up about what is happening but he stays silent knabib kyiv russia ukraine freeukraine wwiii,en
26/02/2022,17:01:46,portugal joins ukraine ground forced wwiii,en
26/02/2022,17:01:28,send me sources wwiii ramranchresistance anonymous,en
26/02/2022,17:01:16,it was a paper airplane btw wwiii,en
26/02/2022,16:57:28,world war 3 wwiii is officially announced by the usa dragging in the leaders of the european commission (eu) france germany italy uk and canada 26th february 2022 us white house brief 🤔,en
26/02/2022,16:55:36,wwiii day three fighting continues in ukraine europe on high alert in the united states comes an interesting related development that could expose how far russian proaganda has infiltrated our media and commerce wwiii diary,en
26/02/2022,16:55:20,loud as fk sound comes from everywhere hundreds of car alarms sing like a hells choir saveukraine kharkiv saveukrainenow wwiii saveindiansinkharkiv stopputin stopwar nowar,en
26/02/2022,16:55:08,you all know that russia has nukes and the west is provoking the shit out of russia banning airspace swift etc idiots ww3 is around the corner wwiii worldwar3 nuclearwar nuclearweapons russianinvasion,en
26/02/2022,16:53:53,swear with your fucking and useless life if wwiii takes place do you have nuclear power weapons to embark on the battle,en
26/02/2022,16:52:18,im with putin uraaa uraaaaa uraaaaa 🇲🇾 russiaukraine wwiii,en
26/02/2022,16:52:01,this is where the world now is 😳😳 ukraineunderattack istandwithukriane putinisawarcriminal putinonthemarch goptraitorstodemocracy russiagohome czechoslovakia wwiii,en
26/02/2022,16:49:12,wake the fuck up its a war against humanity not just ukraine send them troops or the country will soon be totally bombed do something russiaukraine kyiv russiaukraineconflict wwiii,en
26/02/2022,16:48:29,whatever happens in the coming days weeks sanctions must not be lifted until russia has a formal denuclearisation if the nukes werent there nato troops would have been on the ground supporting ukraine for weeks now we must learn from this ukraine nato wwiii,en
26/02/2022,16:44:53,this is the face of a real life hero you will be remembered in history as a true leader respect from the bottom of my heart leader ukraine ukrainerussiawar wwiii,en
26/02/2022,16:44:51,up next selecting in the mmatwitter wwiii draft is turkey 🇹🇷 with the 25 pick,en
26/02/2022,16:44:41,is china looking forward to invade taiwan if yes than wwiii is becoming a reality russia+china vs nato taiwan china russiaukraineconflict worldwar3 wwiii,en
26/02/2022,16:44:22,history books in 2072 be like the president that choose bullets over a ride at the start of wwiii,en
26/02/2022,16:44:08,this is confirmed as fake news my post earlier today ukrainian citizens have listened to their government and throw molotov cocktails at a russian tank russia ukrain ukraine ukrainewar wwiii war,en
26/02/2022,16:43:26,nato should act before its too late russia has now entered ukraine and it looks like soon theyll capture kyiv meanwhile the us and other nations are watching it like a hollywood movie ukrainerussiawar wwiii russiaukrainewar,en
26/02/2022,16:42:00,biden going toannounce on monday if you cashed more than 1 stimulus check or took out a ppe loan you owe him a minimum 6 months of combat in wwiii 😏,en
26/02/2022,16:41:15,congratulations you have been chosen to represent nigeria with the 24 pick in the mmatwitter wwiii draft good luck on your endeavours 💯‼,en
26/02/2022,16:41:04,i think you are the key to end wwiii before it starts,en
26/02/2022,16:40:55,the current world is nothing but the devils playground fear and pride great ingredients for an explosive mutual destruction nato ukraine poutine wwiii,en
26/02/2022,16:40:39,dont forget to sleep in your beds to respawn guys wwiii,en
26/02/2022,16:40:38,a country wants a another country or city by war they will not use nuclear weapons because the radiation nuclear weapons are used to eliminate just the city and not take it warinukraine europe ukrainerussiawar wwiii,en
26/02/2022,16:40:15,this generation of people willl really be the end of us as a species a bunch of whiny angry old men wwiii,en
26/02/2022,16:38:49,questionoftheday wwiii draft ww3 ukraine russianarmy a foreign enemy attacks the unitedstates on our soil the order is given that all able bodied men and women will train and carry arms you cannot leave will you,en
26/02/2022,16:38:41,hello me and my boyfriend keep fighting because of all this tension around the world currently im from finland and hes from the netherlands hed want me to go over there since he doesnt feel that im safe here is finland safe right now finland ukraine wwiii kyiv,en
26/02/2022,16:38:34,anju mine you own business nato usa nuclearweapons wwiii,en
26/02/2022,16:37:53,cable went down today for about 45 seconds blank screen my stomach dropped it came back on but i realize im incredibly on edge wwiii,en
26/02/2022,16:37:17,here is miss ukraine anastasiia lenna defending her homeland this is bravery this is patriotism russiaukraineconflict ukarinerussiawar ukrainerussiacrisis ukraine putin kiev wwiii russianarmy missuniverse missukraine,en
26/02/2022,16:36:50,if zelensky comes through this alive i tell you what can you imagine scott morrison doing this this bloke is a true leader ukraine zelensky wwiii,en
26/02/2022,16:36:44,it is time to immediately embrace ukraine into nato i realize this will most probably be an impetus to ww iii reasoning if putin makes a minor move on a nato country we are all in nobody believes putin will stop at ukraine so lets lay it out now inevitable nato wwiii,en
26/02/2022,16:36:19,the first sex after wwiii is gonna hit different,en
26/02/2022,16:35:38,im more so surprised that yall surprised that ukraine staying down for their people n their country what did erybody expect them to do not fight back shyddd they said bump alladat they on demon time 😈 wwiii freeukraine 🤲🏾🙏🏾,en
26/02/2022,16:34:31,this may be the start of wwiii ukrainerussiawar,en
26/02/2022,16:33:08,this little ukrainian girl got injured during bustard russian invasion she tells the russian president vladimir putin you are hurting ukrainian children pull back your troops ukraineunderattack worldwar3 ww3 russianinvasion ukrainerussia worldwariii wwiii worldwariii,en
26/02/2022,16:32:37,we are closer to wwiii now than we ever were even when trump was sending mean tweets,en
26/02/2022,16:32:33,riiight so im other words they want war russia natowar azov azovbattalion wwiii ww3 economicwarfare colonialism no to nato,en
26/02/2022,16:31:20,let the world make a peace agreement and unite against putin russians wwiii ukraineunderattack ukrainerussia kyev putin russianinvasion warinukraine,en
26/02/2022,16:31:13,we go soon impose sanctions on una stopthewar wwiii,en
26/02/2022,16:31:08,the flags explosion | wwiii,en
26/02/2022,16:28:25,one of the most challenging academic times of my life as of yet and not only a pandemic but now also the threat of a new european war what great timing humanity will perish as long as nuclear weapons exist wwiii,en
26/02/2022,16:28:19,how naive do i feel thinking id never live to see wwiii,en
26/02/2022,16:27:43,hows your day going ukraine invasion wwiii ukrainerussiawar,en
26/02/2022,16:26:59,⚡ peoples deputy lesya vasilenko writes in 30 60 minutes kyiv will be attacked russia will hit us with everything they have the main market of bessarabka is the target all parliamentary chat rooms explode worldwar3 wwiii ukraine russia russiaukraineconflict,en
26/02/2022,16:26:38,wwiii they should calm down please cause i wana see spain and france,en
26/02/2022,16:24:59,i never realized how poignant the wailing wall scenes with may in the secretlifeofbees were they show lessons in how to carry sorrow/joy/pain/peace/anger especially with everything thats happening wwiii sunflowersforukraine covidisnotover,en
26/02/2022,16:23:46,previously sanctioned russian banks have been removed from the swift international banking system ukraine ukrainewar prepper preppers prepping preppertalk survival shtf wwiii ww3,en
26/02/2022,16:23:04,روسيا_واوكرانيا wwiii which picture will replace this one,en
26/02/2022,16:22:10,putins new fancy hat ukraineunderattack wwiii conflictorusiaucrania putinasesino putinisawarcriminal cnn,en
26/02/2022,16:20:18,putin point of view russiaukraineconflict ukarinerussiawar ukrainerussiacrisis ukraine putin kiev wwiii russianarmy,en
26/02/2022,16:20:15,meanwhile stuff just got real in ukraine putin rolled into town and now everyone is shook a little bit of self reflection needs to be put on front street wwiii callofduty,en
26/02/2022,16:19:43,how are we having a war in 2022 thats such a scorpio thing to do putin is literally gonna get cancelled after the invasion wwiii,en
26/02/2022,16:19:01,⚠ if youre in ukraine and reading this please turn geolocation off on your phone now russia is using it to track gatherings tell those around you to do the same anonymous hacker group ukraine russia ukrainerussia russiaukraine russiaukraineconflict worldwar3 wwiii,en
26/02/2022,16:18:56,so you mean to initiate wwiii,en
26/02/2022,16:18:51,what could you do in this situation wwiii ww3 putinhitler ww3memes ukraineunderattack ukrainewar russiaukrainewar russianarmy,en
26/02/2022,16:17:54,the beginning of wwiii,en
26/02/2022,16:17:42,not germany and russia again each unfolding event brings us closer to the armageddon wwiii,en
26/02/2022,16:17:25,next up in with pick 24 in the mmatwitter wwiii draft selecting is nigeria,en
26/02/2022,16:16:20,too late now we are sleepwalking into wwiii,en
26/02/2022,16:16:00,went to the art exhibition earlier and saw this very fitting piece warinukraine wwiii,en
26/02/2022,16:15:55,the way events are progressing and eu and germanys reversal to aid ukraine with defense and weapons its not unlikely that the war could be spread to inside eu poland to be first wwiii russiaukrainewar,en
26/02/2022,16:14:25,the ukrainian defense ministry announced had shot down a russian k 52 helicopter russiaukraineconflict wwiii nato theoconpod theoryofconspiracy ukraine,en
26/02/2022,16:14:24,ukraine soldiers capture a russian commander he confesses everything on camera (video) watch here > ukrainian putin worldwar3 wwiii nato taiwan america china trump biden,en
26/02/2022,16:14:06,cant the or post pootin a missile through his letter box stop this democidal maniac now wwiii,en
26/02/2022,16:14:03,whos crackhead son took $3 5m from the mayor of moscow again whos crackhead son took millions from ukraine whos crackhead son took millions from china all with the 10% for the big guy goptherussianparty bidenisadisgrace worstpresidentever wwiii,en
26/02/2022,16:14:02,is this me or someone else thinking the sameamerica n nato intentionally provoking russia to start a war ukrainerussia conflictorusiaucrania wwiii worldwariii nato ukrianewar ukriane ussr worldwariii,en
26/02/2022,16:14:02,breaking germany announces that it is sending ukraine a shipment of 400 anti tank missiles 14 armored vehicles and 10 000 tons of fuel because it is their duty to help ukraine defend against russias shameless attack ukraine russia ukrainerussia russiaukraine wwiii,en
26/02/2022,16:13:40,me seeing wwiii is trending ukraine nato,en
26/02/2022,16:13:18,putin how delusional are you ukraineunderattack anonymous russian putinisawarcriminal nato wwiii russianarmy worldwar3,en
26/02/2022,16:13:05,its never good when they tell everyone to turn out the lights a country must shut off their lights wow wwiii,en
26/02/2022,16:12:34,breaking european allies have come to an agreement to cut russia from swift ukraine russia ukrainerussia russiaukraine russiaukraineconflict worldwar3 wwiii ww3 nato,en
26/02/2022,16:12:12,yeah america is going to work with germany to fight russia bc a bunch of protesters wrote a letter to diane feinstein 🤷‍♂ russiaukrainewar wwiii wwjd america notmywar at least not yet😬🤭😑,en
26/02/2022,16:12:11,the only macdonalds kyiv and moscow need right now wwiii ukrainerussia macdonalds,en
26/02/2022,16:11:57,russian tank destroyed in ukraine welcome to ukraine russia ukraine russia ukrainerussia russiaukraine russiaukraineconflict worldwar3 wwiii ww3 nato,en
26/02/2022,16:11:01,i think its time to call the avengers wwiii,en
26/02/2022,16:10:33,biden called putin today like rt follow putin putinswar putinspuppet putinatwar putinhitler ukrainian war worldwar3 stop the war world war stopthewar wwiii stopwar no_war cold war nato kiev otan kremlin stopputinnow biden bidenflation,en
26/02/2022,16:09:55,congratulations you have been selected by kazakhstan 🇰🇿 to be drafted in the mmatwitter wwiii draft ‼ good luck in them mountains ⛰ 💯,en
26/02/2022,16:09:53,humans and creatures of nature are worth more than money stopputin putinhitler radiation wildlife earth or there will be wwiii and the dictators will suffer the most we know what happens when we sit back and watch,en
26/02/2022,16:09:52,so wants wwiii now,en
26/02/2022,16:09:13,ukrainians are requesting the united states send them more anti tank missiles due to how successful they have been in destroying russian tanks ukraine russia ukrainerussia russiaukraine russiaukraineconflict worldwar3 wwiii ww3 nato,en
26/02/2022,16:08:26,who thinks boris should actually put on his flak jacket and go out in front showing the troops how to do it properly i mean he does want to be like churchill wwiii ukraine ukrainerussia ukrainerussiawar,en
26/02/2022,16:08:14,wars escalate very quickly one day you are watching it on tv with a bowl of ice cream the next you are picking up a gun defending your country ww32022 wwiii,en
26/02/2022,16:07:57,muslims of palestine iraq kashmir etc have been living for many decades in more fear terror and terror than ukraine but humanists around the world remain silent on this since the blood flowing in ukraine does not belong to muslims 💔 ukraine wwiii russiaukraineconflict,en
26/02/2022,16:07:00,this is the situation right now in ukrain they have left these pakistani students alone without any help spread this so that pakistani government could know the reality these students need help urgently ukraine russiaukrainewar wwiii saveukraine pmimrankhan,en
26/02/2022,16:06:27,yet china remains australias largest trading partner and on that fact the morrison lnp government remains silent lnpcorruptionparty russiaukrainewar chinataiwan wwiii unitednations insiders,en
26/02/2022,16:05:44,when theres more reporters than soldiers on the front line you might be in an informationwar bidenswar ukrainerussia ukrainerussiawar cnn ukraine fakenews ww3 wwiii,en
26/02/2022,16:04:59,why doesnt ukraine have iron dome usa approved it israel blocked it to help putin refuse to condemn him hitler killed millions of jews israel is helping russia in wwiii thousands of deaths on their hands no us aid for israel they are not allies,en
26/02/2022,16:04:58,what will the world now do to stop wwiii we need worldleaders who can reimagine governance how is china and india allowed to support ww3 putinhitler putinisawarcriminal putinwarcriminal ukrainerussiawar europe,en
26/02/2022,16:04:57,great we are one spark away from wwiii,en
26/02/2022,16:03:54,we dont want war ukrania russianarmy wwiii wwiii cold war war ukraineinvasion iraq nuclear,en
26/02/2022,16:03:44,bitcoin will go up now bitcoinnews ukraine wwiii,en
26/02/2022,16:03:32,girls were wearing skirt gradual now them wearing trouser is a norm boys wearing trouser gradual wearing skirt will still be normwho notice boys now do paint their nails too 😔what is this world turning into wwiii treasure trending truthmatters,en
26/02/2022,16:03:12,all that weapon and ammo being sent to ukraine will eventually fall in russianarmy hands bcoz ukraine cannot fight for long without its allies instead of giving lollipop nato and eu should take concrete steps russiaukrainewar ukraine russiaukraineconflict wwiii,en
26/02/2022,16:02:39,thats embarrassing trained by boris and biden actor dont even know how to insert the magazine properly did the do the same course as alec baldwin 🤔 ukrainerussiawar bidenisafailure bidenworstpresidentever wwiii,en
26/02/2022,16:02:28,thats the ugly truth how to convince people that if they feel sorry for ukraine they should also feel sorry for gaza cause humanity has no race religion or nationality wwiii ukrainerussiawar,en
26/02/2022,16:01:50,we dont want war wwiii ukrainerussiawar cold war wojna wwiii ukraineinvasion ukraineinvasion nuclear russians,en
26/02/2022,16:00:49,putins war putin ukraineinvasion kyiv russianarmy wwiii standwithukriane,en
26/02/2022,16:00:18,these 2 events go hand in hand wwiii ukrainerussiawar is a direct infusion of raw energy a sign if you will igniting the trump powered cult to rumblings of a civilwar2 in this country same negative pole of aggression + power is present in both putin trump,en
26/02/2022,15:59:03,heavy fighting in kharkiv breaking ukraine russia kiev kyiv kyiv kiev nato usa wwiii,en
26/02/2022,15:58:57,chechens will be instrumental in conquering kiev which is soon to happen they are the best fighters russians have after that you are going to see desperation and fear among us and nato leaders on what to do next wwiii nato ukraine russia,en
26/02/2022,15:58:30,appeasement worked really or nah wwiii wwii chamberlain detente anschluss lebensraum appeasement potus 🙄,en
26/02/2022,15:58:11,i need ammunition not a ride ukraines president declines us urging to evacuate via we did this open our pipeline and shutdown putins we cannot continue to pay putin for oil funding wwiii,en
26/02/2022,15:58:08,time for wwiii we cannot allow this mad man to use these weapons no more holding back send the troops to strike the russians now international support is needed now not later innocent lives will be lost of we wait,en
26/02/2022,15:57:38,i am very privileged to live in england but i am still scared we are living through wwiii i didnt think this would ever happen in this day and age damn frightening,en
26/02/2022,15:57:32,i am in madly in love and wwiii,en
26/02/2022,15:56:44,just like that wwiii,en
26/02/2022,15:56:22,sweet jesus this is some awesome flying i hope that really was him ghostofkyiv wwiii istandwithukraine,en
26/02/2022,15:56:14,nevertrumpers always found supporting neolib atlanticist war effort whether colorrevolutions or covert authoritariancreep ops here f i anne applebaum weighs in with helpful hints for western neoliberal managed demockracy bank warriors wwiii neocons 1/ warmongers,en
26/02/2022,15:55:56,ukraine soldiers capture a russian commander he confesses everything on camera (video) ukrainian putin worldwar3 wwiii nato taiwan america china trump,en
26/02/2022,15:55:19,terrorist israel is standing with ukraine shame on israel ukrainerussiawar ukraineinvasion ukraineconflict wwiii,en
26/02/2022,15:55:00,really you are ridiculous there are daily wars all over the world and europe has not issued a single slogan denouncing the rejection now for your political interests you all stand with your slogans wwiii worldwar russiaukrainewar,en
26/02/2022,15:54:59,what is happening in ukraine is heartbreaking what world are we living in the fear is real 😢 ukraine wwiii peacenotwar,en
26/02/2022,15:54:44,so my girlfriend doesnt know whats going on between ukraine and russia 🤦‍♂ ill beak up with this kai wwiii,en
26/02/2022,15:53:38,getting it yet somethings going on wwiii ukraine ukrainerussia warinukraine covid_19,en
26/02/2022,15:53:21,i know its their job to report but sending news reporters out to countries that are literally at war is madness news wwiii,en
26/02/2022,15:53:21,probably we will see more videos like that tomorrow destroyed russian troops putin russiainvadedukraine ukraineinvasion kyiv kyev kiew putin wwiii bayraktartb2,en
26/02/2022,15:52:37,there anyone need to a place for stay ı have a home 2+1 you can be my guest for a few days please contact me ukrainian ww3 wwiii ukrayna,en
26/02/2022,15:52:15,now greece is going to be pulled in wwiii,en
26/02/2022,15:50:06,this might be the last time you see me alive 🥺🥺 wwiii,en
26/02/2022,15:49:31,pakistani foreign office and consulates around the world have incomptents and useless staff they have always failed in every single situation this is the result of nepotism and corruption pakistan ukraine wwiii russiaukrainewar,en
26/02/2022,15:49:07,maybe its time we start taking about regime change in russia wwiii kyiv putin,en
26/02/2022,15:48:48,stopwar stopputin for the sake of crying people from both sides enough is enough wwiii russiainvadedukraine staywithukraine standwithukriane kyiv,en
26/02/2022,15:48:46,i think ukraine is just collateral of sometime trying to justify he is the boss here sad knowing who has to pay the price😞wwiii nato putin,en
26/02/2022,15:48:26,you guys think there will be a wwiii wwiii,en
26/02/2022,15:47:30,massive explosions in vyshgorod north of kyiv kiev kiev ukraine russia nato wwiii breaking news,en
26/02/2022,15:47:30,anyone else want get baked and watch dr strangelove russiaukrainewar ukrainerussiawar wwiii,en
26/02/2022,15:47:27,muslims of palestine iraq kashmir etc have been living for many decades in more fear terror and terror than ukraine but humanists around the world remain silent on this since the blood flowing in ukraine does not belong to muslims 💔 wwiii russiaukraineconflict,en
26/02/2022,15:47:01,stop playing there are exactly zero ways to get a swift ban right the only winning move is not to play (this card that could kill us all) wwiii,en
26/02/2022,15:46:29,next up in the mmatwitter wwiii draft with the 23 pick kazakhstan 🇰🇿 will be choosing,en
26/02/2022,15:46:12,accomodation available for those looking for safety ukrainewar wwiii russian russiaukrainewar russiaukraineconflict,en
26/02/2022,15:46:10,didnt you just witness the destruction and despair in the ukraine❓is this your idea of standing with our allies insensitive and indecent to the ukrainian ppl istandwithukraine wwiii stoprussianaggression,en
26/02/2022,15:45:51,can yall please just send the avengers or something cause damn😭😩😩 wwiii natoinukrainenow,en
26/02/2022,15:45:40,save money on gas during wwiii with getupside check out this free app that gets you cash back on gas and other errands click this link or use promo code ace8345 to get an extra $2 22 bonus the first time you make a purchase,en
26/02/2022,15:45:02,least i get a sleeve before we all die wwiii,en
26/02/2022,15:44:35,wwiii still trendin do you already miss the internet or will you wait for satellites to be taken down putinswar ukraineunderattack nato whatif insanity worldwariii,en
26/02/2022,15:43:23,ukraine is racist while they facing wwiii yea poutine can have yall ass i said what i said i dont fell bad for them anymore vladimirpoutine can have yall ass fuck them niggas🗣‼,en
26/02/2022,15:42:54,in an age where we can stream video around the world using the phone in our pockets why cant i find any streaming video out of ukraine anyone else find this odd ukrainerussiawar russiaukrainewar wwiii bidenisafailure,en
26/02/2022,15:42:33,congratulations you have been selected to represent colombia 🇨🇴 with the 22 pick in the mmatwitter wwiii draft‼ good luck in the trenches soldier 💯🎖🪖,en
26/02/2022,15:42:28,russianarmy its not too late go home dont fight putinswar russiainvadedukraine moscowmadman wwiii ukraine ukrainerussiawar ukraineinvasion stopputinstopwar,en
26/02/2022,15:42:10,thank you for the courage you are showing president of ukraine we are so proud of you prayforukraine wwiii ww3 zelensky,en
26/02/2022,15:42:05,kharkiv soldiers response to russians army 👀 click link for more updates worldwariii ukraineunderattack russiaukrainewar แตงโม ukraine wwiii putin,en
26/02/2022,15:40:32,terrorist israel is supporting ukraine shame on israel and his supporters russiaukrainewar wwiii ukrainerussiawar ukraineconflict,en
26/02/2022,15:40:21,at this time when the whole western media is lying about high russian casualty rate and slow russian advance i am confident that not only will russia be successful against ukraine but they will also be able to defeat nato afterwards ukraine nato wwiii,en
26/02/2022,15:40:16,when covid19 started in feb 2020 the world failed to act fast and right weeks later we were caught in a global pandemic and the cost of it will paid in several generations if the world fails again to act fast and right with the ukrainerussiawar we might be caught in wwiii tmr,en
26/02/2022,15:39:48,to everyone who is in a bun fight over whether trump or biden is responsible for putins war grow the fcuk up the whole world needs to unite against the common enemy putin or its ww3 ukraine ukrainerussiawar wwiii worldwariii trumpcult,en
26/02/2022,15:39:41,the ukrainians should be proud of their leader wwiii,en
26/02/2022,15:39:39,the next step is wwiii with deaths destruction povery no energy no grain for humans and animals chernobyl in danger i hope everybody will really take several steps back and think this through all ministries and presidents together in a room (with some good food) nowar,en
26/02/2022,15:38:03,the worlds a stage believe nothing question everything warinukraine ukraine russiaukrainewar wwiii,en
26/02/2022,15:37:12,israel is biggest terrorist of this world terrorists are standing with ukraina shame on israel wwiii ukrainerussia,en
26/02/2022,15:35:34,heavy artillery hits kharkiv state of ukraine 👀 click link for latest updates ukraineunderattack russiaukrainewar แตงโม worldwariii wwiii,en
26/02/2022,15:35:10,what do you think somebody who has been harassed can act like this she didnt complained anybody there too why she only shared it on social media for fame for money wwiii russiaukraineconflict worldwar3 noormuqaddam,en
26/02/2022,15:35:00,fells we are moving from vaccine salesman politicians to weapon salesmen overnight wwiii,en
26/02/2022,15:34:23,hania amir on the stage grooving on the song of her upcoming film parde mein rehne do at the trailer and music launch wwiii russiaukraineconflict worldwar3 noormuqaddam,en
26/02/2022,15:33:54,finding peace within is the most effective thing you can do in these times balance calm control all have a rippleeffect on everyone around you passiton wwiii ukrainerussiawar,en
26/02/2022,15:32:18,he is really mad at you guys wwiii ukrainerussiawar,en
26/02/2022,15:32:07,after russia invaded ukraine thousands of young people in russia came out to the streets to protest against the war and chanted putin withdraw your troops wwiii russiaukraineconflict worldwar3 noormuqaddam,en
26/02/2022,15:32:02,syedatuba break her silence wwiii russiaukraineconflict worldwar3 noormuqaddam,en
26/02/2022,15:32:01,the other side in ukraine war wwiii russia humanrights propaganda censorship tyranny treason facism,en
26/02/2022,15:30:00,john deering the arkansas democrat gazette ukraine russia putin wwiii,en
26/02/2022,15:29:40,red color shows the occupied territories of ukraine on the 3rd day of the war worldwar3 wwiii ukraine russia russiaukraineconflict ukrainerussiacrisis,en
26/02/2022,15:29:37,no one is thinking but supplying military assistance to groups in ukraine will create gangs in europe like cartels in mexicothat europe will suffer from wwiii canada cdnpoli cdnpolitics russiaukrainewar convoytoottawa2022,en
26/02/2022,15:29:24,struggles are real lahoreqalandars wwiii russiaukraineconflict worldwar3 noormuqaddam,en
26/02/2022,15:29:20,prepping shtf wwiii theapocalypse anewworldorder foods @ garys crash pad,en
26/02/2022,15:29:01,maybe world war 3 still didnt start but using hashtag about it for sure its in trending wwiii worldwarthree worldwar worldwarlll trending trendingnow ukraine ukraineunderattack stoprussia stopputin stopwar,en
26/02/2022,15:28:40,they fucked wwiii nbayoungboy,en
26/02/2022,15:28:39,live now join this critical meeting fight covid save lives stop the drive world war iii worldwar3 wwiii,en
26/02/2022,15:27:23,israel 9s biggest terrorist of this world terrorists are standing with ukraina shame on israel wwiii ukrainerussia,en
26/02/2022,15:27:20,war is never what it seems ukraine russia wwiii,en
26/02/2022,15:26:05,⚡with the onset of night fierce battles began in kharkov worldwar3 wwiii ukraine russia russiaukraineconflict ukrainerussiacrisis,en
26/02/2022,15:25:10,man hes really putin it to us people in ukraine and soon to be the rest of europe probably wwiii,en
26/02/2022,15:24:53,mood wwiii πολεμος ουκρανια ρωσια,en
26/02/2022,15:24:05,what the uk government should have done is issued sanctions with immediate effect and then make the announcement then you have dangerous mps like chrisbryant who decides to name drop russianoligarchs who have been cleaver with their assets sanctions ukrainerussiawar wwiii,en
26/02/2022,15:22:49,wwiii breaking out and the potus takes a weekend getaway people actually voted for this guy,en
26/02/2022,15:21:12,ridiculous that so many news reports are talking about wwiii are the russians really going to destroy all life on earth over the insane obsession of their unhinged leader,en
26/02/2022,15:21:10,colombia 🇨🇴 have the 22 pick in the mmatwitter wwiii draft the nominees are,en
26/02/2022,15:20:44,fact if south africa was colonised by russians black south africans would have a land by now nato natoinukrainenow wwiii,en
26/02/2022,15:20:42,all those memes about how 2022 is going to be 2020too are starting to not feel like just a joke i really dont see how this is not going to continue to escalate wwiii ukrainerussiawar,en
26/02/2022,15:19:07,t 400 people in russia protest against putins invasion of ukraine if the russians themselves stand up to putin who are we to be silent say no to wwiii ukraineunderattack putinisawarcriminal russiaukrainewar ukrainerussia ukraineinvasion,en
26/02/2022,15:19:01,olafscholz did everything he could to pave the way for wwiii by refusing to allow ukraine to acquire the means to defend herself thereby incentivising putinhitler to go ahead reminds of chamberlain some 84 years ago worse hes pussing out by vetoing swiftcutoffrussia,en
26/02/2022,15:19:00,11 yo cousin called me last night crying and asked me if we were going to wwiii i validated her fear and came up with some spiel about how this is out of our control and the uncertainty is really hard but remember all the kind people that exist in the world too idek nowar,en
26/02/2022,15:17:27,they got money for wars but cant feed the poor — tupac ukrainerussiawar russiaukrainewar wwiii,en
26/02/2022,15:15:53,ukrainerussiawar abandoned russian apcs burned by ukrainian citizens ukrainerussiawar kyiv kiev wwiii ukraine,en
26/02/2022,15:15:39,shocking news 💫 after ukraine russian space chief threats india to fall down iss on india the war is going on russiainvadesukraine ukraineunderattack ukraineinvasion wwiii today todaynews,en
26/02/2022,15:15:08,citizens prepared molotov cocktails in odessa ukraine russia kyiv kiev kiev breaking wwiii,en
