,date,time,tweet,language,sentimiento
661,26/02/2022,15:30:00,John Deering The Arkansas Democrat-Gazette #Ukraine #Russia #Putin #WWIII,en,neutro
662,26/02/2022,15:29:40,Red color shows the occupied territories of Ukraine on the 3rd day of the war.#worldwar3 #WWIII #Ukraine #Russia #RussiaUkraineConflict #UkraineRussiaCrisis,en,neutro
663,26/02/2022,15:29:37,No one is thinking but supplying military assistance to groups in Ukraine will create gangs in Europe like cartels in Mexico..that Europe will suffer from #WWIII #Canada #cdnpoli #cdnpolitics @MaximeBernier #RussiaUkraineWar #convoytoottawa2022,en,neutro
664,26/02/2022,15:29:24,Struggles Are Real #LahoreQalandars #WWIII #RussiaUkraineConflict #worldwar3 #NoorMuqaddam,en,neutro
665,26/02/2022,15:29:20,#Prepping #SHTF #WWIII #TheApocalypse #ANewWorldOrder #Foods @ Garys Crash Pad!,en,neutro
666,26/02/2022,15:29:01,Maybe World War 3 still didnt start but using hashtag about it for sure its in trending... @Twitter #WWIII #WorldWarThree #WorldWar #WorldWarlll #Trending #TrendingNow #Ukraine #UkraineUnderAttack #StopRussia #StopPutin #StopWar,en,neutro
667,26/02/2022,15:28:40,They fucked #WWIII #NBAYOUNGBOY,en,negativo
668,26/02/2022,15:28:39,"Live now! Join this critical meeting: ""Fight COVID! Save Lives! Stop the drive World War III! #WorldWar3 #WWIII",en,negativo
669,26/02/2022,15:28:14,#Syedatuba Break her silence #WWIII #RussiaUkraineConflict #worldwar3 #NoorMuqaddam,en,neutro
670,26/02/2022,15:27:23,@UniteWithIsrael Israel 9s biggest terrorist of this world. Terrorists are standing with #Ukraina ??? Shame on #Israel #WWIII #UkraineRussia,en,neutro
671,26/02/2022,15:27:20,#War is Never What it Seems #Ukraine #Russia #WWIII,en,neutro
672,26/02/2022,15:26:05,⚡With the onset of night fierce battles began in Kharkov. #worldwar3 #WWIII #Ukraine #Russia #RussiaUkraineConflict #UkraineRussiaCrisis,en,neutro
673,26/02/2022,15:25:10,"""Man he's really Putin it to us"" people in Ukraine and soon to be the rest of Europe probably #WWIII",en,neutro
674,26/02/2022,15:24:53,mood #WWIII #πολεμος #Ουκρανια #Ρωσια,en,neutro
675,26/02/2022,15:24:05,What the #UK government should have done is issued sanctions with immediate effect and then make the announcement. Then you have dangerous MPs like #ChrisBryant who decides to name drop #RussianOligarchs who have been cleaver with their assets. #sanctions #UkraineRussiaWar #WWIII,en,neutro
676,26/02/2022,15:22:49,#WWIII breaking out and the #POTUS takes a weekend getaway. People actually voted for this guy,en,neutro
677,26/02/2022,15:21:12,Ridiculous that so many news reports are talking about #WWIII. Are the Russians really going to destroy all life on earth over the insane obsession of their unhinged leader?,en,neutro
678,26/02/2022,15:21:10,Colombia 🇨🇴 have the #22 pick in the #MMATwitter #WWIII Draft the nominees are.,en,neutro
679,26/02/2022,15:20:44,Fact: If South Africa was colonised by Russians black South Africans would have a Land by now #NATO #NATOINUKRAINENOW #WWIII,en,neutro
680,26/02/2022,15:20:42,All those memes about how #2022 is going to be #2020too are starting to not feel like just a joke. I really don't see how this is not going to continue to escalate. #WWIII #UkraineRussiaWar,en,neutro
681,26/02/2022,15:19:07,T. 400 People in Russia protest against Putins invasion of Ukraine.If the Russians themselves stand up to Putin who are we to be silent? Say no to #WWIII #UkraineUnderAttack #PutinIsaWarCriminal #RussiaUkraineWar #UkraineRussia #ukraineinvasion,en,neutro
682,26/02/2022,15:19:01,#OlafScholz did everything he could to pave the way for #WWIII by refusing to allow #Ukraine to acquire the means to defend herself thereby incentivising #PutinHitler to go ahead. Reminds of #Chamberlain some 84 years ago. Worse hes pussing out by vetoing #SwiftCutOffRussia.,en,neutro
683,26/02/2022,15:19:00,11 yo cousin called me last night crying and asked me if we were going to #WWIII. I validated her fear and came up with some spiel about how this is out of our control and the uncertainty is really hard but remember all the kind people that exist in the world too. Idek. #NoWar,en,neutro
684,26/02/2022,15:17:48,If you: Support Ukraine But not Palestine Syria Lebanon and Iraq. If you condemn #Russia But not #Israel and US. Then congratulations mate you are on the highest tier of hypocrisy. RT=Agree #RussiaUkraineConflict #No_WAR #WWIII #الحرب_الروسيه_الاوكرانية #RussiaUkraineWar,en,neutro
685,26/02/2022,15:17:27,They got money for wars but can't feed the poor — Tupac #UkraineRussiaWar #RussiaUkraineWar #WWIII,en,neutro
686,26/02/2022,15:15:53,#UkraineRussiaWar abandoned russian APCs -burned by Ukrainian Citizens . #UkraineRussiaWar #Kyiv #Kiev #WWIII #Ukraine,en,neutro
687,26/02/2022,15:15:48,@hshLauraJ #OlafScholz did everything he could to pave the way for #WWIII by refusing to allow #Ukraine to acquire the means to defend herself thereby incentivising #PutinHitler to go ahead. Reminds of #Chamberlain some 84 years ago. Worse hes pussing out by vetoing #SwiftCutOffRussia.,en,neutro
688,26/02/2022,15:15:39,Shocking News: 💫 After #Ukraine #Russian Space Chief threats #INDIA to fall down #ISS on India.... The war is going on!.... #RussiaInvadesUkraine #UkraineUnderAttack #UkraineInvasion #WWIII #today #todaynews,en,neutro
689,26/02/2022,15:15:08,citizens prepared Molotov cocktails in #odessa #Ukraine #Russia #Kyiv Kiev #Kiev #BREAKING #WWIII,en,neutro
690,26/02/2022,15:14:36,The British are definitely sporting we give everyone a head start #WWIII,en,neutro
691,26/02/2022,15:14:00,abandoned russian APCs -burned by Ukrainian Citizens . #UkraineRussiaWar #Kyiv #Kiev #WWIII #Ukraine,en,neutro
692,26/02/2022,15:12:41,Happening now!!! #Socialism #WWIII #NoToWar #NotoNATO,en,neutro
693,26/02/2022,15:12:15,Russians protesting against their government is commendable. I just wish if American people had the same courage. #WWIII,en,neutro
694,26/02/2022,15:12:01,Ukraine|| Putin|| West|| Ghana|| WWIII #UkraineRussiaWar #Putin #Ghana #WWIII,en,neutro
695,26/02/2022,15:11:27,@phdborge If you: Support Ukraine But not Palestine Syria Lebanon and Iraq. If you condemn #Russia But not #Israel and US. Then congratulations mate you are on the highest tier of hypocrisy. #RussiaUkraineConflict #No_WAR #WWIII,en,neutro
696,26/02/2022,15:11:26,History is repeating itself. The US and allies need to send help to #Ukraine to avoid #WWIII,en,neutro
697,26/02/2022,15:10:53,You dont like Russia? Time to stop paying them for energy and open up the Keystone pipeline and become independent again. Doesnt support the climate change narrative but neither does nukes. #Biden #WWIII #Kyiv,en,neutro
698,26/02/2022,15:10:41,Me and the boys after getting drafted for ww3 #WWIII #cod,en,neutro
699,26/02/2022,15:10:13,Happening NOW! Join live to raise questions and discuss what is needed to wage a struggle internationally against the threat of #WWIII and #nuclearwar. If you cant make it live watch the recording after via @YouTube,en,neutro
700,26/02/2022,15:09:34,Whatever is happening in ukraine is deplorable but I am astounded by the fact where was the world sleeping when the US indiscriminately killed people in Vietnam Afghanistan Iran Iraq Syria Pakistan and so many african countries #doublestandard #UkraineWar #ukraine #WWIII,en,neutro
701,26/02/2022,15:08:43,The Left out here big mad today reading the news that Putin didnt start shit when Trump was in office. It was the lefts horrible foreign policy that created this mess. Biden playing right into Putins hand yet this is all Trumps fault. #WWIII #Kyiv,en,neutro
702,26/02/2022,15:08:43,"Germany is all like ""hey we should make up for that WW1 and WW2 thing!"" #WWIII #UkraineWar",en,neutro
703,26/02/2022,15:08:27,#WWIII mi fellow Edo pipu ready your brooms we fly to Ukraine tomorrow night😹😹 We must put an end to this madness👹,en,neutro
704,26/02/2022,15:08:14,Heavy shelling in #Kharkiv #Ukraine #Russia #kiev #BREAKING #WWIII #news,en,neutro
705,26/02/2022,15:07:03,Pray for African students stranded in Ukraine #WWIII #Africa,en,neutro
706,26/02/2022,15:06:45,Living with fear is the most dangerous feeling ever. That's why I hope everyone get peace no matter what they are bad people or good #WWIII,en,neutro
707,26/02/2022,15:06:33,@faststocknewss Is an old photo . 2 days ago fire from Russian airplane shutdown by Ukrainian #fakenews #WWIII #putin,en,neutro
708,26/02/2022,15:06:19,Announcement 📣 to Ghana Nationals in Ukraine please retweet #ukraine #UkraineRussiaWar #Ukriane #Ghana #UkraineWar #Izzy #WWIII #WorldWarIII,en,neutro
709,26/02/2022,15:06:15,Faculty on tenure track should get a massive extension for #COVID19 and #WWIII ...How am I supposed to write paper and publish when the world has been on fire for the past 2 years! #AcademicTwitter #EconTwitter,en,neutro
710,26/02/2022,15:05:41,Things get pretty bad pretty fast .... its amazing we cant rest 🤣 #WWIII,en,positivo
711,26/02/2022,15:04:58,@IAPonomarenko @hellenjeriKe They need help not Admiration for Heavens sake. #WWIII,en,neutro
712,26/02/2022,15:04:06,Making War Plans #WWIII,en,negativo
713,26/02/2022,15:03:21,"Who ever said ""May you live in interresting times"": GO FUCK YOURSELF! #UkraineKrieg #RussiaUkraineWar #WWIII #RussiaUkraineConflict #Ukraine",en,neutro
714,26/02/2022,15:02:27,@CharlieCrist The USA is funding the attack! Buying oil from #Putin and shutting down our pipeline! The #Ukraine peoples blood is on our hands we are funding #WWIII #OpenOurPipeline #ShutDownPutins! @CharlieCrist your boy @JoeBiden did this!,en,neutro
715,26/02/2022,15:01:31,@Wolfgang_H well i think you cant compare #WWIII with #RussianInvadedUkraine over 80 years later,en,neutro
716,26/02/2022,15:00:24,Putin just needs to chill and have a joint man. Cause thatll fix everything if it can get rid of Dave then surely it can stop a war #WWIII,en,neutro
717,26/02/2022,15:00:22,#WWIII Sanctions wont hurt Putin. It will only hurt Russian civilians folks. Look at North Korea. If you REALLY think sanctions hurt the leaders your wrong. They NEVER go without. They live the high life while their people starve and suffer.,en,neutro
718,26/02/2022,14:58:13,Who will win this war❓ #Kyiv #Moscow #WWIII #Ukraine #Russia #UkraineRussia #RussiaUkraine #UkraineRussiaWar #RussiaUkraineWar Note― (Please Retweet This Tweet),en,neutro
719,26/02/2022,14:58:11,"#WWIII The world has a bunch of left wing WOKE weirdos #Biden #Trudeau #Merkel who are closing in on destroying life as we know it if they do not start making good decisions #Ukraine #Russia very soon! Same type of leftists who said ""Hitler is harmless....""",en,neutro
720,26/02/2022,14:56:29,WORLD VS. PUTIN WELCOME TO #WWIII,en,neutro
721,26/02/2022,14:55:06,Important announcement from Putin 😅😂 #Putin #RaidShadowLegends #WWIII,en,neutro
722,26/02/2022,14:54:56,Where is the lie🤷. #WWIII #UkraineRussia,en,neutro
723,26/02/2022,14:54:07,I totally understand why @elonmusk wants to go to Mars. This planet is doomed. #RussiaUkraineWar #WWIII,en,neutro
724,26/02/2022,14:53:43,Double standard of western world... If US invaded Iraq Afghanistan & else & killed millions West dont take it any s!hit but when Russia protecting its interests than it is a threat of #WWIII What a hypothetical behaviour,en,neutro
725,26/02/2022,14:53:42,This how ima answer the door when the army knock 🤣 #WWIII #WW3 #WWE2K22,en,neutro
726,26/02/2022,14:53:12,The hipocrisy of these countries disgusts me. When its their faves #America they bury their heads in the sand. #WWIII #worldwar3,en,neutro
727,26/02/2022,14:53:06,Imagine western countries' representatives visiting Putin after he controls Ukraine and sets a new set of rules it would be like the old days when kings won wars and small empires come to congratulate! shame after all of this🤣 #WWIII #RussiaUkraineWar #USA #Canada #cdnpoli,en,neutro
728,26/02/2022,14:52:53,@ZelenskyyUa @BorisJohnson When your land is invaded there is talk of peace betrayal. #IStandWithUkraine #PutinIsaWarCriminal #Putin #UkraineUnderAttack #Russia #WWIII #Ukraine #Russia #UkraineRussia #United_for_Ukraine #Ukraine #UnitedWithUkraine #UkraineWar #UkraineUnderAttack #NoWar,en,neutro
729,26/02/2022,14:52:49,Possibly overheard at #CPAC by the @GOP? #UkraineRussiaWar #Zelensky #Putin #WWIII,en,neutro
730,26/02/2022,14:52:28,With the #1 pick in the 3rd round (#21 overall) of the #MMATwitter #WWIII Draft is Poland and they have submitted this shortlist of people.,en,neutro
731,26/02/2022,14:50:51,@ShawnCourchesne Cheerleaders of #WWIII for an ideology that shouldnt exist @FoxNews right @rupertmurdoch? as for @RepMTG her denial was laughable. All they need now are pillow cased hoods with eye cutouts. Tired of being quiet. The worlds multi-colored we all need our strength to dig out.,en,neutro
732,26/02/2022,14:50:02,Now go with me on this: What if there isn't even a war going on and everything is being staged to make everyone THINK it's happening. And in actuality this is how government and world leaders get what they want; by tricking everyone. #WWIII #conspiracytheory,en,neutro
733,26/02/2022,14:49:51,🙏🏽 Rescue Service Moves To Help Civilians After Kyiv Missile Strike #Ukraine #UkraineRussia #UkraineInvasion #UkraineRussiaCrisis #UkraineUnderAttack #worldwar3 #WorldWarIII #WWIII,en,neutro
734,26/02/2022,14:48:28,If it wasnt for NATO Putin wouldnt be stopping at Ukraines western borders. #Moldova may be next at most but dont expect him to roll through Romania Poland Slovakia nor Hungary. Those are #NATO states and their borders are #WWIII trigger lines.,en,neutro
735,26/02/2022,14:47:28,Germany to send anti-tank weapons and missiles to #Ukraine. This is HUGE! 1. Take away Russian armor and jets/helicopters will make invasion 10x more difficult. 2. Could be start of #WWIII. Give #Germany credit-not just talk/sanctions but weapons!,en,neutro
736,26/02/2022,14:47:09,So much is said about the disaster. One might ask: is anything functional? What might be stored there? Surly there's some sort of bunker nearby…right? If the Russians pull back expect the worst. #WWIII #UkraineRussiaWar,en,neutro
737,26/02/2022,14:46:41,If there's a #WWIII it's going to be Black & Native Americans against the white illegal immigrants who have been here since 1692 recking havoc - poisoning r*ping stealing and murdering. Russia acknowledges the stolen land,en,neutro
738,26/02/2022,14:46:01,"""Ukraine is taking heavy fire are credible sources confirm."" #NWO #WWIII #FJB #TheStorm",en,neutro
739,26/02/2022,14:45:58,This! 👇 #WWIII #TraitorTrump #PutinsWar,en,neutro
740,26/02/2022,14:45:52,Imagine what the world would look like if everyone was just genuinely nice to each other… imagine #WWIII,en,neutro
741,26/02/2022,14:45:00,Putin just needs to chill and have a joint man #WWIII,en,neutro
742,26/02/2022,14:43:25,Nation state theory has destroyed humanity more than anything else. #WWIII,en,neutro
743,26/02/2022,14:43:20,"I don't know how anyone could look at the predictably flaccid response of our ""global leaders"" to the invasion of Ukraine and still think globalism is a good idea. #UkraineRussiaWar #Ukrania #Biden #WWIII",en,neutro
744,26/02/2022,14:42:59,#WWIII intel coming in #classified #Propaganda #shitsgettingreal #wereallgonnadie,en,neutro
745,26/02/2022,14:42:09,The #Ukraine #Russia war is the biggest thing in the world since 9/11 and will be the true end of #ColdWar. Do you agree? #WWIII #UkraineWar #UkraineRussiaWar,en,neutro
746,26/02/2022,14:41:30,#UkraineUnderAttack #UkraineWar #WWIII @elonmusk predict the future. Tell we where we gonna run go After making the earth a bitter place to live #peace ✌️,en,neutro
747,26/02/2022,14:41:05,Those who live in North America do not know much about history and how Europe has always been a place of conflict and empires throughout history ( along with the Middle East). #canada #USA #WWIII #UkraineRussiaWar #cdnpoli,en,neutro
748,26/02/2022,14:41:00,The 3rd and final round of the #MMATwitter #WWIII Draft will commence shortly.,en,neutro
749,26/02/2022,14:39:55,Dam. This is the time I wish we had a superhero… anyone of them would do. even take the raccoon one #WWIII #IStandWithUkraine,en,neutro
750,26/02/2022,14:36:56,A country who blessed with this legend will win the #WorldWarIII 😂😂😂😂 #WWIII #IndianAirForce #SurpriseDay #SurpriseWithFantasticTea #PakistanZindabad #Pakistan #Abhinandan #Ukraine,en,neutro
751,26/02/2022,14:36:34,Wishing everyone on #Twitter a very #happy #Saturday and #Sunday! Dont drink and drive always keep #PositiveVibes and we are not going to have a #WWIII (hopefully),en,neutro
752,26/02/2022,14:35:32,I dont even feel sorry for white people. #WWIII,en,neutro
753,26/02/2022,14:33:03,Power di game ft #WWIII,en,neutro
754,26/02/2022,14:32:45,We look forward for such honest leadership. #WWIII in Kenya.,en,neutro
755,26/02/2022,14:32:35,Protestors gathered outside Russias embassy in Paris and Berlin in protest against the Kremlins ongoing aggression on the border with Ukraine. #StopRussia #protest #SupportUkraine #berlin #WWIII,en,neutro
756,26/02/2022,14:31:54,"""If Russia stop fighting there will be no war. If Ukraine stop fighting there will be no Ukraine."" #UkraineRussiaWar #WWIII",en,neutro
757,26/02/2022,14:31:50,View live cameras around Ukraine #Ukraine #RussiaUkraineConflict #Russia #WorldWar3 #WWIII #NATO,en,neutro
758,26/02/2022,14:31:37,Wallahhhh my heart burns! #WWIII #Hypocrites,en,neutro
759,26/02/2022,14:31:14,Watch as Ukraine soldiers take down Russia fighter Jets in kiev(Video) Ukrainian Putin #Worldwar3 #WWIII NATO Taiwan America China Trump,en,neutro
760,26/02/2022,14:30:37,i think its pretty much unfair to compare this two as both cases have different scenarios.i am very much disappointed by some of the Pakistani liberal tabka too. @NidaKirmani @Gulalai_Ismail @AWGoraya @GulBukhari @Xadeejournalist #UkraineRussiaWar #WWIII #Afghanistan #Ukrania,en,neutro
761,26/02/2022,14:30:30,The invasion of Ukraine by the Russians and could possibly lead to WW3 is close to but not as great as January 6th. #WWIII #January6th #Ukraine #Russia #Pelosi,en,neutro
762,26/02/2022,14:29:27,SQUIIIIUDD GAMESSSSSSS ❗❗❗#WWIII,en,neutro
763,26/02/2022,14:28:04,Ramzan Kadyrov has lost 1 of his top Chechen warlords tonight. Magomed Tushayev killed by Ukraines 'Alpha Group' during a Chechen raid on a Hostomel airfield #Ukraine #UkraineRussiaCrisis #UkraineRussiaConflict #Russia #RussiaUkraineConflict #Kiev #Kyiv #Kharkiv #Putin #WWIII,en,neutro
764,26/02/2022,14:27:39,"""Anonymous the hacking collective has released an eerie personal message to Vladimir Putin addressing the president of Russia directly and closing with some chilling threats of their own."" #UkraineWar #UkraineInvasion #WWIII",en,neutro
765,26/02/2022,14:27:34,War is an inevitable tragedy in Power politics and this tragedy always strikes the less fortunate who keep on toiling hard to see their loved ones happy. Common people never benefit from these misadventures. #Ukraine #UkraineRussiaWar #WWIII #Putin #SayNoToWar,en,neutro
766,26/02/2022,14:27:03,Lets celebrate Surprise Day ☕ #27FebSurpriseDay #SurpriseDay #PAF #IndianAirForce #WWIII #RussianArmy #UkraineRussiaWar,en,neutro
767,26/02/2022,14:26:02,@NATO please #CloseTheSky we need your help one more time to avoid #WWIII,en,neutro
768,26/02/2022,14:25:21,The #action from #media is #dangerous & do not promote #peacemakers #worldwide - It creates a #toxic environment for everyone in the #RussiaUkraineCrisis. They should be banned from #socialmedia unless they disclaim as false. We dont need more #FoxNews in fueling #WWIII!,en,neutro
769,26/02/2022,14:25:04,#WorldWarIII Two young Ukrainian children sending off soldiers to fight the Russians. The kids holding hands the girl holds a stuffed animal the boy (her brother) salutes. Look what he has on his back. This picture speaks a thousand words. #WorldWarIII #Ukraine #Russia #WWIII,en,neutro
770,26/02/2022,14:24:40,Avoid #WWIII #CloseTheSky above #ukraine #NATO @NATO,en,neutro
771,26/02/2022,14:24:27,Pov: you bully a kid on roblox #ROBLOX #WWIII #Memes #viralindo #fyp,en,neutro
772,26/02/2022,14:24:22,While looking at these pics I remembered 1 sentence authored in a book If you r not interested in war the war is interested in you US NATO UN HR orgz I ack your efforts for peace by condemnations only Pc1:Ukraine b4 war Pc2:Ukraine aftr war #UkraineRussiaWar #Ukraine #WWIII,en,neutro
773,26/02/2022,14:23:35,Guys listen to me! I don't know what's funny with the war or is this a prerequisite to #WWIII? Maybe those Ak's have a ring to it like giggles. Hehehehe hehehehe,en,neutro
774,26/02/2022,14:23:27,SQUID GAMESSSSSSS #WWIII,en,neutro
775,26/02/2022,14:22:47,Ukrainian troops capture and humiliate a Russian major. 💔🙏🏻 Pray for mercy. No one wants this war; all players are being led by the nose into this by the lying politicians! #WWIII #Ukraine #Russia #WEF,en,neutro
776,26/02/2022,14:22:10,To everyone saying that other countries shouldnt help #Ukraine you are hereby not allowed to eat varenyky ever again. 🥟🥟🥟 #UkraineRussiaWar #WWIII,en,neutro
777,26/02/2022,14:21:46,@tchigang_qs account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,en,neutro
778,26/02/2022,14:20:58,Kyiv is under massive attack now. Man to man battle happening at the moment. Kharkiv too under attack. Visuals are disturbing. Whats happening in the world? First devastation by the #COVID19 pandemic and now this!! The war must end. ☮ #UkraineRussiaWar #WWIII,en,neutro
779,26/02/2022,14:20:10,"Same woman who said ""I'm thankful I was raped"" is now writing disturbingly weird poetry to #Putin like that's gonna end #WWIII. Erm wtf is wrong with this woman? Give your head a wobble hun.",en,neutro
780,26/02/2022,14:19:53,Im really sorry for the Ukrainian people but WTF 14/05/2021 #WWIII #worldwar3 #worldwar3 #RussiaUkraineConflict #UkraineUnderAttack,en,neutro
781,26/02/2022,14:19:02,Putin acts like Peter of the series called the great #Putin #Peter #thegreat #Ukraine #molotov #WWIII #Russia,en,neutro
782,26/02/2022,14:18:35,Mood de tod@s: #TerceraGuerraMundial #WorldWarIII #WWIII,en,neutro
783,26/02/2022,14:17:40,Nobody: The U.S. to Ukraine: 👀 can we borrow y'all president for a lil bit? 😅 #merica #america #wwIII #UkraineRussiaWar #UkraineUnderAttack #Zelenskyy #PutinHitler,en,neutro
784,26/02/2022,14:17:16,I got a list of niggas who I want on the front lines #WWIII,en,neutro
785,26/02/2022,14:16:51,"""#Germany is to send 1000 anti-tank weapons and 500 ""Stinger"" surface-to-air missiles to #Ukraine the gov in #Berlin confirms"". #Deutschland @GermanyDiplo @germanyintheeu @Bundestag @bundesrat are YOU F**KING STUPID?! You might as well declare #WWIII! -",en,neutro
786,26/02/2022,14:16:01,Biden or Trump? President Trump provided peace and tranquility while garnering four Nobel Peace Prize nominations. joey provides inflation bare shelves a broken supply chain out-of-control violence mayhem chaos and war. #BidensWar #WWIII #BlameBidenVoters,en,neutro
787,26/02/2022,14:15:50,Heavy artillery firing in Ukraines capital Kyiv. Looks like a man to man battle now. Is this the beginning of the Third World War? #UkraineRussiaWar #WWIII #RussiaUkraineConflict,en,neutro
788,26/02/2022,14:14:21,The decisions of a few and the lives of millions alas! we fail to see the threads while being amused by puppets. What is being presented as one mans miscalculation merits drilling deeper into Elite underbelly to exact reality. #UkraineRussiaWar #Ukraine #WWIII #Putin,en,neutro
789,26/02/2022,14:13:58,Fuck Putin Fuck Russia I'm ready to fly to Ukraine and join the fight against Deadly Russian. #Ukrania #UkraineUnderAttack #UkraineWar #RussianArmy #Russian #Ukraina #WWIII #Putin,en,neutro
790,26/02/2022,14:13:34,what do you have to say? 🤔 .. #StopWar #RussiaUkraine #Ukrania #UkraineUnderAttack #Russia #ukraine #war #WWIII,en,neutro
791,26/02/2022,14:13:13,With the kind of videos and news coming from the ground level it does not seem like anything almost Russia has occupied Ukraine only Kyiv is left.🤔 #Russia #UkraineRussia #Ukraine #Putin #Zelenskiy #WWIII #Crisis,en,neutro
792,26/02/2022,14:13:09,Huh @TuckerCarlson is a Millionaires he doesn't have to about what's going on in #Ukraine and #Russia's conflict. If #WWIII happens Tucker & Wealthy #Liberals will be in there Bomb Shelters just like in Fallout and Metro 2033 #games. #RussiaUkraineConflict #BidensWar #Saturday,en,neutro
793,26/02/2022,14:10:51,1st Pandemic - followed by War (Putin already count the cost) (china about to make a move on Taiwan #ww3 ) Next: Famine !! Be prepared stock up! #China #RussiaUkraineConflict #russian #WWIII,en,neutro
794,26/02/2022,14:10:12,#Anonymous Back to rescue #RussiaUkraineWar #WWIII,en,neutro
795,26/02/2022,14:09:36,Is #Putin #Russia now threatening to invade #Sweden & #Finland? #WWIII #PutinIsaWarCriminal,en,neutro
796,26/02/2022,14:09:28,These must be the new 2023 rifles not even out yet.. #WWIII,en,neutro
797,26/02/2022,14:07:45,Read here. Germany.... #Deutschland #Germany #Azov #AzovBattalion #Berlin #russia #NATOwar #usa #uk #ww2 #WWIII #WW32022 #Germany3point0,en,neutro
798,26/02/2022,14:07:39,NATO PLEASE DO NOT GIVE RUSSIA THE EXCUSE TO START A WAR. DO NOT INTERVENE MILITARILY IN UKRAINE OR THERE IS NO COMING BACK. #Nuclear #Russians #WWIII #Ukraine,en,neutro
799,26/02/2022,14:07:36,Manchester United are so thoughtful because of the War that is going on in the world they decided to draw todays game to show everyone is equal 🥰 #ManchesterUnited #Peace #WWIII #Equality,en,neutro
800,26/02/2022,14:07:23,A silent message for Ukraine like thinkers who let others to be treated like they are servants #SundayMorning #SundayThoughts #SundayMotivation #UkraineRussiaWar #WWIII #UkraineRussia #RussiaUkraineConflict,en,neutro
801,26/02/2022,14:07:23,Can everyone just go back home please dont you think the world went through enough with Covid. Say No to a Third World War #thirdworldwar #Ukraine #NATO #Putin #WWIII #worldwar3,en,neutro
802,26/02/2022,14:06:51,One thing that's good in #America now is that #Democrats and #Liberals are back on board with loving America. In 2020 they called America evil and racist and it should burn glad they are on board with loving this great country known as the #USA finally! #WorldWarIII #WWIII,en,neutro
803,26/02/2022,14:06:39,I'm sorry LITTLE one…😞😪#UkraineRussia #WWIII #worldwar3 #Putin #hasbulla,en,neutro
804,26/02/2022,14:06:02,I wish I had something profound to say about #vladmirputin & his enablers. Instead Ill just think of the warnings of leaders past and #PrayForUkraine & hope against hope that we arent witnessing the beginning of #WWIII,en,neutro
805,26/02/2022,14:05:53,Ukrainian males are banned from leaving the country and are forced to fight tooth and nail to defend their homes these are the times when feminism and feminists disappear and concept of equality vanishes. Its the men who fight and die. #UkraineRussiaWar #WWIII,en,neutro
806,26/02/2022,14:05:51,All of you can see that this was a Ukranian army checkpoint with soldiers wearing Ukrainian army camo. Shooting abusing civilians and even killing them?... Can someone please check if this was recent or was it staged because it doesnt seem fake. #Ukraine #Russia #WWIII #NoWar,en,neutro
807,26/02/2022,14:05:32,Will #Putin's war lead to #nuclear war? 💥 #RussiaUkraineConflict #WWIII 💥,en,negativo
808,26/02/2022,14:04:42,DOES ANYONE HAVE A GOOD LIVESTREAM OF #Kyiv WITH SOUND? #Ukraine #russia #Putin #UkraineUnderAttack #UkraineRussiaWar #WWIII,en,neutro
809,26/02/2022,14:04:37,BREAKING: China announced big military excercises near Taiwan #Taiwan #WWIII,en,neutro
810,26/02/2022,14:04:35,We are seeing the fall of the first superpower nation in this century. #WWIII,en,neutro
811,26/02/2022,14:04:30,People get ready for the #WWIII. There is no way #Russia can stand against these heavy sanctions and many lethal weapons will be used together with nuclear weapons.,en,neutro
812,26/02/2022,14:04:21,Petrol Bombs Attack in kyiv Ukraine on Russian Tanks Molotov Cocktails Video Link #WorldWarIII#UkraineUnderAttack#BalakotAirStrike#UkraineRussia#UkraineRussiaWar#RussiaUkraineWar#RussiaUkraine#PutinIsaWarCriminal#WWIII#worldwar3#NATO,en,neutro
813,26/02/2022,14:03:38,Pandemic- then World War- modern times Pandemic and is this beginning of #WWIII #UkraineUnderAttack,en,neutro
814,26/02/2022,14:03:12,Petrol Bombs Attack in kyiv Ukraine on Russian Tanks Molotov Cocktails #WorldWarIII#UkraineUnderAttack#BalakotAirStrike#UkraineRussia#UkraineRussiaWar#RussiaUkraineWar#RussiaUkraine#PutinHitler#PutinIsaWarCriminal#WWIII#worldwar3#NATO,en,neutro
815,26/02/2022,14:02:49,Its not Ukraine... Its Gaza but no one stands for them😶 #WWIII #WorldWarIII #worldwar3 #Ukraine #SurpriseDay #IndianAirForce,en,neutro
816,26/02/2022,14:01:36,"""This might be the last time you see me alive"" #Zelensky This is what the #Ukraine President said to EU leaders Thursday night. He stays to defend his country. He is THE target of Putin. Pray for Ukraine. The people of Ukraine. #CPAC2022 #WWIII #WorldWarIII #UkraineRussiaWa",en,neutro
817,26/02/2022,13:59:40,High ranking Chechen warlord Magomed Tushayev has been killed in action by Ukraines 'Alpha Group.' #Ukraine #UkraineRussiaCrisis #UkraineRussiaConflict #Russia #RussiaUkraineConflict #Kiev #Kyiv #Kharkiv #Putin #WWIII,en,neutro
818,26/02/2022,13:59:05,I bet Putin and the Russians are being played by China. India better take note as well. #WWIII,en,neutro
819,26/02/2022,13:58:28,You have been played like a fiddle you lost #WWIII and its just beginning. #AxisOfArmageddon #Repent,en,neutro
